Wednesday,Lunch,Sabzi,North Indian,Veg,Trimester 2
Wednesday,Lunch,Chapati/Rice,North Indian,Veg,Trimester 2
Wednesday,Lunch,Fish Curry,North Indian,Non-Veg,Trimester 2
Wednesday,Lunch,Mint Potato Pudina,North Indian,Veg,Trimester 2
Wednesday,Lunch,Aloo Sabzi,North Indian,Veg,Trimester 2
Wednesday,Lunch,Rice,North Indian,Veg,Trimester 2
Wednesday,Lunch,Black-Eyed Pea,North Indian,Veg,Trimester 2
Wednesday,Lunch,Lobhia Dal,North Indian,Veg,Trimester 2
Wednesday,Lunch,Cottage Cheese,North Indian,Veg,Trimester 2
Wednesday,Lunch,Capsicum Paneer,North Indian,Veg,Trimester 2
Wednesday,Lunch,Shimla Mirch Sabzi,North Indian,Veg,Trimester 2
Wednesday,Lunch,Green Gram Hari,North Indian,Veg,Trimester 2
Wednesday,Lunch,Moong Dal,North Indian,Veg,Trimester 2
Wednesday,Lunch,Colocasia Arbi Dry,North Indian,Veg,Trimester 2
Wednesday,Lunch,Mint Pudina Raita,North Indian,Veg,Trimester 2
Wednesday,Dinner,Mixed Flour Missi Roti,North Indian,Veg,Trimester 2
Day,Lunch,Food,Regional Type,Food Type,Trimester
Sunday,Lunch,Steamed Vegetable Upma with Carrot-Peas Mix,North Indian,Veg,Trimester 2
Sunday,Lunch,Chapati with Lauki-Methi Sabzi & Tomato Raita,North Indian,Veg,Trimester 2
Sunday,Lunch,Grilled Fish Tikka with Jeera Rice & Spinach Sabzi,North Indian,Non-Veg,Trimester 2
Monday,Lunch,Masoor Dal Khichdi with Beetroot-Carrot Sabzi,North Indian,Veg,Trimester 2
Monday,Lunch,Chapati with Cauliflower-Alu Sabzi & Mint Raita,North Indian,Veg,Trimester 2
Monday,Lunch,Chicken Shorba with Steamed Rice & French Beans,North Indian,Non-Veg,Trimester 2
Tuesday,Lunch,Vegetable Pulao with Cucumber-Tomato Salad,North Indian,Veg,Trimester 2
Tuesday,Lunch,Chapati with Chana Masala & Bottle Gourd Sabzi,North Indian,Veg,Trimester 2
Tuesday,Lunch,Grilled Pomfret with Lemon Rice & Peas Sabzi,North Indian,Non-Veg,Trimester 2
Wednesday,Lunch,Quinoa Khichdi with Mixed Veg Stir Fry,North Indian,Veg,Trimester 2
Wednesday,Lunch,Chapati with Paneer Butter Masala & Lauki Sabzi,North Indian,Veg,Trimester 2
Wednesday,Lunch,Chicken Curry with Brown Rice & Carrot Beans,North Indian,Non-Veg,Trimester 2
Thursday,Lunch,Rice with Green Moong Dal & Spinach-Carrot Sabzi,North Indian,Veg,Trimester 2
Thursday,Lunch,Chapati with Mushroom-Peas Curry & Cucumber Raita,North Indian,Veg,Trimester 2
Thursday,Lunch,Grilled Fish with Lemon Rice & French Beans Sabzi,North Indian,Non-Veg,Trimester 2
Friday,Lunch,Vegetable Semolina Khichdi with Beetroot-Carrot Raita,North Indian,Veg,Trimester 2
Friday,Lunch,Chapati with Lauki-Karela Sabzi & Tomato Raita,North Indian,Veg,Trimester 2
Friday,Lunch,Chicken Tikka Masala with Steamed Rice & Spinach Sabzi,North Indian,Non-Veg,Trimester 2
Saturday,Lunch,Steamed Vegetable Dhokla with Mint Chutney,North Indian,Veg,Trimester 2
Saturday,Lunch,Chapati with Green Peas-Kofta & Carrot Sabzi,North Indian,Veg,Trimester 2
Saturday,Lunch,Grilled Pomfret with Jeera Rice & Cabbage Sabzi,North Indian,Non-Veg,Trimester 2
Sunday,Dinner,Vegetable Pulao with Raita & Stir-fried Beans,North Indian,Veg,Trimester 2
Sunday,Dinner,Chapati with Paneer Tikka Masala & Spinach-Carrot Sabzi,North Indian,Veg,Trimester 2
Sunday,Dinner,Chicken Curry with Steamed Rice & Lauki Sabzi,North Indian,Non-Veg,Trimester 2
Monday,Dinner,Rice with Mixed Dal & Bottle Gourd-Carrot Sabzi,North Indian,Veg,Trimester 2
Monday,Dinner,Chapati with Mushroom-Peas Curry & Cucumber Raita,North Indian,Veg,Trimester 2
Monday,Dinner,Grilled Fish with Jeera Rice & French Beans,North Indian,Non-Veg,Trimester 2
Tuesday,Dinner,Vegetable Khichdi with Tomato-Carrot Salad,North Indian,Veg,Trimester 2
Tuesday,Dinner,Chapati with Rajma Curry & Lauki Sabzi,North Indian,Veg,Trimester 2
Tuesday,Dinner,Chicken Shorba with Steamed Rice & Spinach Sabzi,North Indian,Non-Veg,Trimester 2
Wednesday,Dinner,Lemon Rice with Mixed Veg Stir Fry,North Indian,Veg,Trimester 2
Wednesday,Dinner,Chapati with Paneer Bhurji & Carrot-Beans Sabzi,North Indian,Veg,Trimester 2
Wednesday,Dinner,Grilled Fish with Rice & French Beans,North Indian,Non-Veg,Trimester 2
Thursday,Dinner,Vegetable Oats Khichdi with Mint Raita,North Indian,Veg,Trimester 2
Thursday,Dinner,Chapati with Lauki-Methi Curry & Cucumber Raita,North Indian,Veg,Trimester 2
Thursday,Dinner,Chicken Curry with Jeera Rice & Spinach Sabzi,North Indian,Non-Veg,Trimester 2
Friday,Dinner,Vegetable Poha with Roasted Peanuts & Lemon,North Indian,Veg,Trimester 2
Friday,Dinner,Chapati with Cauliflower-Carrot Sabzi & Raita,North Indian,Veg,Trimester 2
Friday,Dinner,Grilled Pomfret with Steamed Rice & French Beans,North Indian,Non-Veg,Trimester 2
Saturday,Dinner,Vegetable Pulao with Cucumber-Carrot Raita,North Indian,Veg,Trimester 2
Saturday,Dinner,Chapati with Paneer Masala & Lauki-Carrot Stir Fry,North Indian,Veg,Trimester 2
Saturday,Dinner,Chicken Curry with Jeera Rice & Spinach Sabzi,North Indian,Non-Veg,Trimester 2
Friday,Breakfast,Pear,North Indian,Veg,Trimester 3
Friday,Breakfast,Nashpati,North Indian,Veg,Trimester 3
Friday,Breakfast,Guava,North Indian,Veg,Trimester 3
Friday,Breakfast,Amrud,North Indian,Veg,Trimester 3
Friday,Breakfast,Mixed Nuts,North Indian,Veg,Trimester 3
Friday,Breakfast,Apple Seb,North Indian,Veg,Trimester 3
Friday,Lunch,Lassi,North Indian,Veg,Trimester 3
Friday,Lunch,Banana Kela Smoothie,North Indian,Veg,Trimester 3
Friday,Lunch,Walnut,North Indian,Veg,Trimester 3
Friday,Lunch,Akhrot Salad,North Indian,Veg,Trimester 3
Friday,Lunch,Buttermilk,North Indian,Veg,Trimester 3
Friday,Lunch,Chhaach,North Indian,Veg,Trimester 3
Friday,Lunch,Grapes,North Indian,Veg,Trimester 3
Friday,Lunch,Angoor,North Indian,Veg,Trimester 3
Friday,Lunch,Almond,North Indian,Veg,Trimester 3
Friday,Lunch,Badaam Milk,North Indian,Veg,Trimester 3
Friday,Lunch,Wheat Rusk,North Indian,Veg,Trimester 3
Friday,Snack,Bottle Gourd Lauki Kofta,North Indian,Veg,Trimester 3
Friday,Snack,Chicken Tikka,North Indian,Non-Veg,Trimester 3
Friday,Snack,Radish Mooli Salad,North Indian,Veg,Trimester 3
Friday,Snack,Chickpea Flour Besan Pancakes,North Indian,Veg,Trimester 3
Friday,Snack,Roti,North Indian,Veg,Trimester 3
Friday,Snack,Mustard Greens Sarson,North Indian,Veg,Trimester 3
Friday,Snack,Kasaag Curry,North Indian,Veg,Trimester 3
Friday,Snack,Jaggery Gur and Curd,North Indian,Veg,Trimester 3
Friday,Snack,Dahi,North Indian,Veg,Trimester 3
Friday,Snack,Makke Ki Roti,North Indian,Veg,Trimester 3
Friday,Snack,Black Eyed Peas Curry,North Indian,Veg,Trimester 3
Friday,Snack,Lobhia Curry,North Indian,Veg,Trimester 3
Friday,Snack,Round Gourd Tinda Sabzi,North Indian,Veg,Trimester 3
Friday,Snack,Mutton Keema,North Indian,Non-Veg,Trimester 3
Friday,Snack,Fenugreek Methi Roti,North Indian,Veg,Trimester 3
Friday,Snack,Cauliflower Gobhi Curry,North Indian,Veg,Trimester 3
Friday,Snack,Parantha,North Indian,Veg,Trimester 3
Friday,Snack,Raita,North Indian,Veg,Trimester 3
Friday,Snack,Mango Pulp Aam Ras,North Indian,Veg,Trimester 3
Monday,Breakfast,Sapodilla,North Indian,Veg,Trimester 3
Monday,Breakfast,Chikoo,North Indian,Veg,Trimester 3
Monday,Breakfast,Pomegranate,North Indian,Veg,Trimester 3
Monday,Breakfast,Anaar,North Indian,Veg,Trimester 3
Monday,Breakfast,Custard,North Indian,Veg,Trimester 3
Monday,Breakfast,Apple,North Indian,Veg,Trimester 3
Monday,Breakfast,Sitaphal,North Indian,Veg,Trimester 3
Monday,Lunch,Lemonade,North Indian,Veg,Trimester 3
Monday,Lunch,Nimbu Pani,North Indian,Veg,Trimester 3
Monday,Lunch,Puffed Rice with Peanuts,North Indian,Veg,Trimester 3
Monday,Lunch,Murmura Chaat,North Indian,Veg,Trimester 3
Monday,Lunch,Peanuts,North Indian,Veg,Trimester 3
Monday,Lunch,Moongphali Curry,North Indian,Veg,Trimester 3
Monday,Lunch,Lassi,North Indian,Veg,Trimester 3
Monday,Lunch,Murmura with Jaggery,North Indian,Veg,Trimester 3
Monday,Lunch,Boiled Eggs,North Indian,Non-Veg,Trimester 3
Monday,Lunch,Tea,North Indian,Veg,Trimester 3
Monday,Lunch,Wheat Rusk,North Indian,Veg,Trimester 3
Monday,Lunch,Fig Anjeer,North Indian,Veg,Trimester 3
Monday,Lunch,Banana Kela Smoothie,North Indian,Veg,Trimester 3
Monday,Snack,Mung Bean Moong Dal Curry,North Indian,Veg,Trimester 3
Monday,Snack,Mushroom and Tomato Sabzi,North Indian,Veg,Trimester 3
Monday,Snack,Khumb Tamatar Sabzi,North Indian,Veg,Trimester 3
Monday,Snack,Beetroot and Onion Sabzi,North Indian,Veg,Trimester 3
Monday,Snack,Chukandar Pyaaz Salad,North Indian,Veg,Trimester 3
Monday,Snack,Mixed Flour Missi Roti,North Indian,Veg,Trimester 3
Monday,Snack,Vegetable Khichdi,North Indian,Veg,Trimester 3
Monday,Snack,Pomegranate Anaar Raita,North Indian,Veg,Trimester 3
Monday,Snack,Peas and Foxnut Matar,North Indian,Veg,Trimester 3
Monday,Snack,Makhana Curry,North Indian,Veg,Trimester 3
Monday,Snack,Bitter Gourd Karela,North Indian,Veg,Trimester 3
Monday,Snack,Sabzi,North Indian,Veg,Trimester 3
Monday,Snack,Curd Dahi,North Indian,Veg,Trimester 3
Monday,Snack,Pearl Millet Bajra Roti,North Indian,Veg,Trimester 3
Monday,Snack,Mixed Vegetable Pulao,North Indian,Veg,Trimester 3
Monday,Snack,Mint Pudina Raita,North Indian,Veg,Trimester 3
Monday,Snack,Cucumber Kheera,North Indian,Veg,Trimester 3
Monday,Snack,Salad,North Indian,Veg,Trimester 3
Saturday,Breakfast,Banana,North Indian,Veg,Trimester 3
Saturday,Breakfast,Kela,North Indian,Veg,Trimester 3
Saturday,Breakfast,Dates,North Indian,Veg,Trimester 3
Saturday,Breakfast,Khajoor,North Indian,Veg,Trimester 3
Saturday,Breakfast,Boiled Eggs,North Indian,Non-Veg,Trimester 3
Saturday,Breakfast,Paneer Sandwich,North Indian,Veg,Trimester 3
Saturday,Breakfast,Mixed Nuts,North Indian,Veg,Trimester 3
Saturday,Snack,Chicken Curry,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Fish Curry,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Mutton Curry,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Chicken Tikka,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Fish Fry,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Prawn Curry,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Egg Bhurji,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Mutton Keema,North Indian,Non-Veg,Trimester 3
Saturday,Dinner,Mutton Curry,North Indian,Non-Veg,Trimester 3
Saturday,Dinner,Chicken Tikka,North Indian,Non-Veg,Trimester 3
Saturday,Dinner,Tandoori Chicken,North Indian,Non-Veg,Trimester 3
Saturday,Dinner,Kadai Chicken,North Indian,Non-Veg,Trimester 3
Saturday,Dinner,Mutton Biryani,North Indian,Non-Veg,Trimester 3
Saturday,Dinner,Jeera Rice,North Indian,Veg,Trimester 3
Saturday,Dinner,Coriander Dal,North Indian,Veg,Trimester 3
Saturday,Dinner,Mixed Vegetable Sabzi,North Indian,Veg,Trimester 3
Saturday,Dinner,Beans and Carrot Sabzi,North Indian,Veg,Trimester 3
Saturday,Dinner,Onion Tomato Raita,North Indian,Veg,Trimester 3
Saturday,Dinner,Chapati,North Indian,Veg,Trimester 3
Saturday,Lunch,Mango,North Indian,Veg,Trimester 3
Saturday,Lunch,Panna,North Indian,Veg,Trimester 3
Saturday,Lunch,Chickpea Curry,North Indian,Veg,Trimester 3
Saturday,Lunch,Coconut Water,North Indian,Veg,Trimester 3
Saturday,Lunch,Mixed Nuts,North Indian,Veg,Trimester 3
Saturday,Lunch,Dates,North Indian,Veg,Trimester 3
Saturday,Lunch,Khajoor,North Indian,Veg,Trimester 3
Saturday,Lunch,Lassi,North Indian,Veg,Trimester 3
Saturday,Lunch,Almonds,North Indian,Veg,Trimester 3
Saturday,Snack,Red Lentil Dal,North Indian,Veg,Trimester 3
Saturday,Snack,Round Gourd Tinda Sabzi,North Indian,Veg,Trimester 3
Saturday,Snack,Cucumber Raita,North Indian,Veg,Trimester 3
Saturday,Snack,Mint Pudina Parantha,North Indian,Veg,Trimester 3
Saturday,Snack,Besan Gatta Curry,North Indian,Veg,Trimester 3
Saturday,Snack,Bottle Gourd Sabzi,North Indian,Veg,Trimester 3
Saturday,Snack,Chicken Curry,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Fish Curry,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Mutton Keema,North Indian,Non-Veg,Trimester 3
Saturday,Snack,Egg Bhurji,North Indian,Non-Veg,Trimester 3
Thursday,Breakfast,Watermelon,North Indian,Veg,Trimester 3
Thursday,Breakfast,Tarbooj,North Indian,Veg,Trimester 3
Thursday,Breakfast,Apple,North Indian,Veg,Trimester 3
Thursday,Breakfast,Grapes,North Indian,Veg,Trimester 3
Thursday,Breakfast,Orange,North Indian,Veg,Trimester 3
Thursday,Lunch,Jal Jeera,North Indian,Veg,Trimester 3
Thursday,Lunch,Cucumber Salad,North Indian,Veg,Trimester 3
Thursday,Lunch,Carrot Gajar Sabzi,North Indian,Veg,Trimester 3
Thursday,Lunch,Chickpea Curry,North Indian,Veg,Trimester 3
Thursday,Lunch,Mango,North Indian,Veg,Trimester 3
Thursday,Lunch,Panna,North Indian,Veg,Trimester 3
Thursday,Lunch,Puffed Rice,North Indian,Veg,Trimester 3
Thursday,Lunch,Moongphali Curry,North Indian,Veg,Trimester 3
Thursday,Snack,Kidney Beans Rajma,North Indian,Veg,Trimester 3
Thursday,Snack,Cabbage Sabzi,North Indian,Veg,Trimester 3
Thursday,Snack,Egg Curry,North Indian,Non-Veg,Trimester 3
Thursday,Snack,Mushroom Sabzi,North Indian,Veg,Trimester 3
Thursday,Snack,Paneer Curry,North Indian,Veg,Trimester 3
Tuesday,Breakfast,Custard,North Indian,Veg,Trimester 3
Tuesday,Breakfast,Apple,North Indian,Veg,Trimester 3
Tuesday,Breakfast,Watermelon,North Indian,Veg,Trimester 3
Tuesday,Breakfast,Tarbooj,North Indian,Veg,Trimester 3
Tuesday,Breakfast,Banana,North Indian,Veg,Trimester 3
Tuesday,Lunch,Buttermilk,North Indian,Veg,Trimester 3
Tuesday,Lunch,Mango,North Indian,Veg,Trimester 3
Tuesday,Lunch,Milkshake,North Indian,Veg,Trimester 3
Tuesday,Lunch,Carrot Gajar Sticks,North Indian,Veg,Trimester 3
Tuesday,Lunch,Puffed Rice,North Indian,Veg,Trimester 3
Tuesday,Lunch,Moongphali Curry,North Indian,Veg,Trimester 3
Tuesday,Lunch,Coconut Water,North Indian,Veg,Trimester 3
Tuesday,Lunch,Sweet Potato,North Indian,Veg,Trimester 3
Tuesday,Snack,Soya Pea Curry,North Indian,Veg,Trimester 3
Tuesday,Snack,Capsicum Sabzi,North Indian,Veg,Trimester 3
Tuesday,Snack,Cauliflower Sabzi,North Indian,Veg,Trimester 3
Tuesday,Snack,Black Gram Dal,North Indian,Veg,Trimester 3
Tuesday,Snack,Fenugreek Potato,North Indian,Veg,Trimester 3
Tuesday,Snack,Methia Aloo Sabzi,North Indian,Veg,Trimester 3
Tuesday,Snack,Paneer Matar,North Indian,Veg,Trimester 3
Tuesday,Snack,Chicken Curry,North Indian,Non-Veg,Trimester 3
Tuesday,Snack,Fish Fry,North Indian,Non-Veg,Trimester 3
Wednesday,Breakfast,Mango,North Indian,Veg,Trimester 3
Wednesday,Breakfast,Apple,North Indian,Veg,Trimester 3
Wednesday,Breakfast,Pear,North Indian,Veg,Trimester 3
Wednesday,Breakfast,Orange,North Indian,Veg,Trimester 3
Wednesday,Lunch,Coconut Water,North Indian,Veg,Trimester 3
Wednesday,Lunch,Sweet Potato,North Indian,Veg,Trimester 3
Wednesday,Lunch,Shakarkandi,North Indian,Veg,Trimester 3
Wednesday,Lunch,Chaat,North Indian,Veg,Trimester 3
Wednesday,Lunch,Mausambi Juice,North Indian,Veg,Trimester 3
Wednesday,Lunch,Juice,North Indian,Veg,Trimester 3
Wednesday,Lunch,Jeera Rice,North Indian,Veg,Trimester 3
Wednesday,Snack,Paneer Curry,North Indian,Veg,Trimester 3
Wednesday,Snack,Okra Bhindi Sabzi,North Indian,Veg,Trimester 3
Wednesday,Snack,Chicken Tikka,North Indian,Non-Veg,Trimester 3
Wednesday,Snack,Mutton Keema,North Indian,Non-Veg,Trimester 3
Sunday,Dinner,Jeera Rice with Palak Paneer & Stir-Fried Carrot Beans,North Indian,Veg,Trimester 3
Sunday,Dinner,Chapati with Methi Malai Matar & Cabbage Sabzi,North Indian,Veg,Trimester 3
Sunday,Dinner,Grilled Tandoori Chicken with Mixed Vegetable Salad,North Indian,Non-Veg,Trimester 3
Monday,Dinner,Roti with Lauki Chana Masala & Beetroot Sabzi,North Indian,Veg,Trimester 3
Monday,Dinner,Steamed Rice with Dal Makhani & Okra Sabzi,North Indian,Veg,Trimester 3
Monday,Dinner,Chicken Curry with Brown Rice & Stir-Fried Capsicum,North Indian,Non-Veg,Trimester 3
Tuesday,Dinner,Vegetable Khichdi with Tomato-Cucumber Salad,North Indian,Veg,Trimester 3
Tuesday,Dinner,Chapati with Rajma Masala & French Beans Sabzi,North Indian,Veg,Trimester 3
Tuesday,Dinner,Prawn Masala with Steamed Rice & Spinach Stir Fry,North Indian,Non-Veg,Trimester 3
Wednesday,Dinner,Lemon Rice with Paneer Tikka & Stir-Fried Bottle Gourd,North Indian,Veg,Trimester 3
Wednesday,Dinner,Chapati with Mushroom Masala & Carrot Peas Sabzi,North Indian,Veg,Trimester 3
Wednesday,Dinner,Grilled Fish with Quinoa & Mixed Vegetable Sabzi,North Indian,Non-Veg,Trimester 3
Thursday,Dinner,Oats Vegetable Khichdi with Mint Raita,North Indian,Veg,Trimester 3
Thursday,Dinner,Chapati with Tinda Masala & Spinach Sabzi,North Indian,Veg,Trimester 3
Thursday,Dinner,Chicken Korma with Jeera Rice & Broccoli Sabzi,North Indian,Non-Veg,Trimester 3
Friday,Dinner,Vegetable Poha with Roasted Almonds & Lemon,North Indian,Veg,Trimester 3
Friday,Dinner,Chapati with Potato-Tomato Sabzi & Stir-Fried Beans,North Indian,Veg,Trimester 3
Friday,Dinner,Masala Fish Curry with Steamed Rice & Spinach Sabzi,North Indian,Non-Veg,Trimester 3
Saturday,Dinner,Vegetable Pulao with Carrot-Cucumber Raita,North Indian,Veg,Trimester 3
Saturday,Dinner,Chapati with Paneer Bhurji & Mixed Vegetable Stir Fry,North Indian,Veg,Trimester 3
Saturday,Dinner,Tandoori Chicken with Brown Rice & Stir-Fried Capsicum,North Indian,Non-Veg,Trimester 3

